regno,rno,sname,br,sem,e1_cid,e2_cid,e3_cid
MUT22AI045,45,SHEENA,CSE AI,7,AI210A,AI210B,AI210C
MUT22AI046,46,TARUN,CSE AI,7,AI211A,AI211B,AI211C
MUT22AI047,47,UMA,CSE AI,7,AI212A,AI212B,AI212C
MUT22AI048,48,VISHNU,CSE AI,7,AI213A,AI213B,AI213C
MUT22AI049,49,WILMA,CSE AI,7,AI214A,AI214B,AI214C
MUT22AI050,50,XAVIER,CSE AI,7,AI215A,AI215B,AI215C
MUT22AI051,51,YASIR,CSE AI,7,AI216A,AI216B,AI216C
MUT22AI052,52,ZARA,CSE AI,7,AI217A,AI217B,AI217C
MUT22AI053,53,AARON,CSE AI,7,AI218A,AI218B,AI218C
MUT22AI054,54,BINDU,CSE AI,7,AI219A,AI219B,AI219C
MUT22AI055,55,CATHY,CSE AI,7,AI220A,AI220B,AI220C
MUT22AI056,56,ARUN,CSE AI,7,AI166A,AI166B,AI166C
MUT22AI002,57,BHAVYA,CSE AI,7,AI167A,AI167B,AI167C
MUT22AI003,58,CHARAN,CSE AI,7,AI168A,AI168B,AI168C
MUT22AI004,59,DEVIKA,CSE AI,7,AI169A,AI169B,AI169C
MUT22AI005,60,EMIL,CSE AI,7,AI170A,AI170B,AI170C
MUT22AI006,61,FARHAN,CSE AI,7,AI171A,AI171B,AI171C
MUT22AI007,62,GOPI,CSE AI,7,AI172A,AI172B,AI172C
MUT22AI008,63,HARITHA,CSE AI,7,AI173A,AI173B,AI173C
MUT22AI009,64,IRFAN,CSE AI,7,AI174A,AI174B,AI174C
MUT22AI010,65,JENNY,CSE AI,7,AI175A,AI175B,AI175C
MUT22AI011,66,KIRAN,CSE AI,7,AI176A,AI176B,AI176C
MUT22AI012,67,LIYA,CSE AI,7,AI177A,AI177B,AI177C
MUT22AI013,68,MANOJ,CSE AI,7,AI178A,AI178B,AI178C
MUT22AI014,69,NEHA,CSE AI,7,AI179A,AI179B,AI179C
MUT22AI015,70,OMKAR,CSE AI,7,AI180A,AI180B,AI180C
MUT22AI016,71,POOJA,CSE AI,7,AI181A,AI181B,AI181C
MUT22AI017,72,QURAT,CSE AI,7,AI182A,AI182B,AI182C
MUT22AI018,73,RAHUL,CSE AI,7,AI183A,AI183B,AI183C
MUT22AI019,74,SARATH,CSE AI,7,AI184A,AI184B,AI184C
MUT22AI020,75,TESSA,CSE AI,7,AI185A,AI185B,AI185C
