regno,rno,sname,br,sem,e1_cid,e2_cid,e3_cid
MUT22CS006,61,FARHAN,CSE A,7,CS116A,CS116B,CS116C
MUT22CS007,62,GOPI,CSE A,7,CS117A,CS117B,CS117C
MUT22CS008,63,HARITHA,CSE A,7,CS118A,CS118B,CS118C
MUT22CS009,64,IRFAN,CSE A,7,CS119A,CS119B,CS119C
MUT22CS010,65,JENNY,CSE A,7,CS120A,CS120B,CS120C
MUT22CS011,66,KIRAN,CSE A,7,CS121A,CS121B,CS121C
MUT22CS012,67,LIYA,CSE A,7,CS122A,CS122B,CS122C
MUT22CS013,68,MANOJ,CSE A,7,CS123A,CS123B,CS123C
MUT22CS014,69,NEHA,CSE A,7,CS124A,CS124B,CS124C
MUT22CS015,70,OMKAR,CSE A,7,CS125A,CS125B,CS125C
MUT22CS016,71,POOJA,CSE A,7,CS126A,CS126B,CS126C
MUT22CS017,72,QURAT,CSE A,7,CS127A,CS127B,CS127C
MUT22CS018,73,RAHUL,CSE A,7,CS128A,CS128B,CS128C
MUT22CS019,74,SARATH,CSE A,7,CS129A,CS129B,CS129C
MUT22CS020,75,TESSA,CSE A,7,CS130A,CS130B,CS130C
