regno,rno,sname,br,sem,e1_cid,e2_cid,e3_cid
MUT23AD053,53,AARON,AIDS,5,AD218A,AD218B,AD218C
MUT23AD054,54,BINDU,AIDS,5,AD219A,AD219B,AD219C
MUT23AD055,55,CATHY,AIDS,5,AD220A,AD220B,AD220C
MUT23AD001,56,ARUN,AIDS,5,AD166A,AD166B,AD166C
MUT23AD002,57,BHAVYA,AIDS,5,AD167A,AD167B,AD167C
MUT23AD003,58,CHARAN,AIDS,5,AD168A,AD168B,AD168C
MUT23AD004,59,DEVIKA,AIDS,5,AD169A,AD169B,AD169C
MUT23AD005,60,EMIL,AIDS,5,AD170A,AD170B,AD170C
MUT23AD006,61,FARHAN,AIDS,5,AD171A,AD171B,AD171C
MUT23AD007,62,GOPI,AIDS,5,AD172A,AD172B,AD172C
MUT23AD008,63,HARITHA,AIDS,5,AD173A,AD173B,AD173C
MUT23AD009,64,IRFAN,AIDS,5,AD174A,AD174B,AD174C
MUT23AD010,65,JENNY,AIDS,5,AD175A,AD175B,AD175C
MUT23AD011,66,KIRAN,AIDS,5,AD176A,AD176B,AD176C
MUT23AD012,67,LIYA,AIDS,5,AD177A,AD177B,AD177C
MUT23AD013,68,MANOJ,AIDS,5,AD178A,AD178B,AD178C
MUT23AD014,69,NEHA,AIDS,5,AD179A,AD179B,AD179C
MUT23AD015,70,OMKAR,AIDS,5,AD180A,AD180B,AD180C
MUT23AD016,71,POOJA,AIDS,5,AD181A,AD181B,AD181C
MUT23AD017,72,QURAT,AIDS,5,AD182A,AD182B,AD182C
MUT23AD018,73,RAHUL,AIDS,5,AD183A,AD183B,AD183C
MUT23AD019,74,SARATH,AIDS,5,AD184A,AD184B,AD184C
MUT23AD020,75,TESSA,AIDS,5,AD185A,AD185B,AD185C
