regno,rno,sname,br,sem,e1_cid,e2_cid,e3_cid
MUT23CB050,50,XAVIER,CSE B,5,CB215A,CB215B,CB215C
MUT23CB051,51,YASIR,CSE B,5,CB216A,CB216B,CB216C
MUT23CB052,52,ZARA,CSE B,5,CB217A,CB217B,CB217C
MUT23CB053,53,AARON,CSE B,5,CB218A,CB218B,CB218C
MUT23CB054,54,BINDU,CSE B,5,CB219A,CB219B,CB219C
MUT23CB055,55,CATHY,CSE B,5,CB220A,CB220B,CB220C
MUT23CB001,56,ARUN,CSE B,5,CB166A,CB166B,CB166C
MUT23CB002,57,BHAVYA,CSE B,5,CB167A,CB167B,CB167C
MUT23CB003,58,CHARAN,CSE B,5,CB168A,CB168B,CB168C
MUT23CB004,59,DEVIKA,CSE B,5,CB169A,CB169B,CB169C
MUT23CB005,60,EMIL,CSE B,5,CB170A,CB170B,CB170C
MUT23CB006,61,FARHAN,CSE B,5,CB171A,CB171B,CB171C
MUT23CB007,62,GOPI,CSE B,5,CB172A,CB172B,CB172C
MUT23CB008,63,HARITHA,CSE B,5,CB173A,CB173B,CB173C
MUT23CB009,64,IRFAN,CSE B,5,CB174A,CB174B,CB174C
MUT23CB010,65,JENNY,CSE B,5,CB175A,CB175B,CB175C
MUT23CB011,66,KIRAN,CSE B,5,CB176A,CB176B,CB176C
MUT23CB012,67,LIYA,CSE B,5,CB177A,CB177B,CB177C
MUT23CB013,68,MANOJ,CSE B,5,CB178A,CB178B,CB178C
MUT23CB014,69,NEHA,CSE B,5,CB179A,CB179B,CB179C
MUT23CB015,70,OMKAR,CSE B,5,CB180A,CB180B,CB180C
MUT23CB016,71,POOJA,CSE B,5,CB181A,CB181B,CB181C
MUT23CB017,72,QURAT,CSE B,5,CB182A,CB182B,CB182C
MUT23CB018,73,RAHUL,CSE B,5,CB183A,CB183B,CB183C
MUT23CB019,74,SARATH,CSE B,5,CB184A,CB184B,CB184C
MUT23CB020,75,TESSA,CSE B,5,CB185A,CB185B,CB185C
